"dhs_indicator_code","variable","dir","dir_var"
"CN_MIAC_C_VAS","nt_ch_micro_vas",0.700660976135052,5.45501044463884e-05
"CN_MIAC_C_DWM","nt_ch_micro_dwm",0.449941777929192,5.37130840195802e-05
"CN_BFSS_C_EBF","nt_ebf",0.489722718871058,5.15057147693026e-05
NA,"nt_wm_micro_iron",0.521232751869938,8.7792563240094e-05
"RH_ANCN_W_N4P","rh_anc_4vs",0.396414817776702,0.000116333253307194
NA,"rh_anc_1tri",0.379938242938155,9.85543549643281e-05
