"dhs_indicator_code","variable","dir","dir_var"
"CN_MIAC_C_VAS","nt_ch_micro_vas",0.700660976135052,5.45501044463884e-05
"CN_MIAC_C_DWM","nt_ch_micro_dwm",0.449941777929192,5.37130840195802e-05
"CN_BFSS_C_EBF","nt_ebf",0.489722718871058,5.15057147693026e-05
